image_id,image_path,extracted_text,genre,character_count,caption,spoiler_label,,,,,,,
00fab01d-2437-41f6-83c1-50691684b2a0,cpp\00fab01d-2437-41f6-83c1-50691684b2a0.jpg,"UNSEEN BY THE TOWNSMEN, THE PHANTOM RIDER QUIETLY LEARNS OF WHAT. UNHAPPINESS THE TWO OUTLAWS HAVE BROUGHT, BY THEIR, RUTHLESS COLLECTING ES LA WHY, DOGGONE'IT, Rt 1 STAND TO LOSE MUN Wome ah ee 4 ITTLE SURPRISE oA FOR YOU, GOES ON HERE AND I'M HERE TO HE.",Mystery,2,The story of a man who learns to ride a giant flying machine. The two OutlAWs are attacked by a group of men who want to kill him. The man rides the machine to safety.,non-spoiler,,,,,,,
012cc91a-84a8-4bf5-b8d7-4401837d7710,cpp\012cc91a-84a8-4bf5-b8d7-4401837d7710.jpg,"I DONT KNOW WHAT THEY KNOWIM NOT SUREBUT SOMEONE CAME TO SEE VOGEL AT THE PARTY, AND VOGEL LEFT IN A HURRY, MENTIONING YOu . .. . WHO IS READY FOR ME? AND JUST WHAT DO THEY KNOW? SOMETIME LATER, IN MIKES HOTEL ROOM. .. JOHN you MIKE. DONT TRY FOR THE LEFT THE DIAMONDS TONIGHT, THEYRE DOOR OPEN. .. READY FOR YOU, THEY'LL BE WAITING ! THEY KNOW PLEASE, MICHAEL! ASK ME i LATER, IN THE DESERT OUTSIDE Fie DAVIS. .. J CHANGED MY LEAVE WITH ME TOMORROW, OF TOWN. .. YOU STARTLED MIND , ON THE PLANE A ME. .GET iN. THOMPSON, TOMORROW pY COME ON, et WISH DAVIS WOULD sHOW WE'LL MAKE JOHN TIME UPI CAN'T STAND THIS IT ANOTHER WAITING MUCH LONGER. .. NIGHT. .. im 84 awl tal ber SsoRRY. I DON'T LIKE THE SHAPE OF THE MOON. YOU KEEP THE No TF WE WAIT, I MIGHT NOT BE ABLE TO SET IT UP AGAIN? ITs GOT To BE AS MIKE STARTS TO LEAVE, MEN RISE FROM BEHIND BUSHES AND SAND DUNES, AND r you DIRTY 700 LATE, MR, DAVIS! TCE hod LoGs. . YOU ARE DONE FOR, YOu UP WHEN IM SS 7 READY. ..",Mystery,3,"VOGEL LEFT IN A HURRY, MENTIONING YOu . .. . WHO is READY for me? AND JUST WHAT DO THEY KNOW? SOMETIME LATER, IN MIKES HOTEL RO",non-spoiler,,,,,,,
015ff465-5778-4255-88ac-86e43681ef4d,cpp\015ff465-5778-4255-88ac-86e43681ef4d.jpg,"MAYBE 7AS SHOT WILL DO THE IF THIS SHOT ISN'T ORIGINAL, TLL EAT IT! WHERE'S THE GOON THAT TOOK THESE PICTURES? GET HIM IN HERE 4 HEY, MASTER MIND! THE V OH, OH! THOSE PICTURES CHIEF WANTS YOU IN HIS OFFICE, BETTER HAVE AN IRONCLAD ALIBI. .. HE'S FIT. TO BE TIED! Y YOu BET I DO! ASK FOR ORIGINALITY AND WHAT DO I GET OUTTA YOU? THESE MONSTROSITIES!",Mystery,1,"PICTURES CHIEF WANTS YOU IN HIS OFFICE, BETTER HAVE AN IRONCLAD ALIBI. .. HE'S FIT TO BE TIED! Y YOu BET I DO",non-spoiler,,,,,,,
0160d6e7-a50a-47f7-99a1-2da2ddde7b28,cpp\0160d6e7-a50a-47f7-99a1-2da2ddde7b28.jpg,"B. , 1S DEAD NO LONGER Witt SMMADAME SA BUT MAQAME SATIN HAS HE BULLOOZE WAGE SLAVES. NO LONGER WILL HE SCREAM HE S DEAD, OF THE TERRBLE WILL NO LONGER CATER 70 Kasia IMPULAVE MR. FITTS HM. sities. era yYOU00 VICTIMS. .. AN? SO PASSES B. S. FITTS, ESQUIRE. .. THE WORLD WILL a THE SWINE! IT WAS A PLEASURE TO MURDER THE VERY IMPORTANT MR. FITTS! 1 OUT OF THE MLIDGRAVES THEY SPILL . .. PHANTOMS INTENT ON VENGEANCE. .. I ARE YOU000 MICE, OR ARE YOU000 j GHOSTS? REVOLT ! MAKE THAT Myo 7 WITCH PAY FOR HER CRIMES! FOLLOW NO! NOT THE CEMENT DEATH . ME, FELLOW SPECTRES. REVOL 7 DOWN WITH ee bt hei f eit SPARE ay IT'S SPUTTER FILLING My MADAME oud oo ME! x MOUTH. . GAGGING ME! GAAAAA! UT MOST ASTOLINOING OF ALL STONE BLOCK N A MLID NEWS ROOM OF THE OAILY Wise HOLE THE NEXT MORNING. .. THE FULL HORRIGLE orig area MADAME SATIN 4 LOOK! THE DEATH SKULL I GRINNING DETAILS OF FITTS DEATH. .. AND THE STORY F SIGNED BY FITTS HIMSELF! THE PRESS v SENDING THE",Horror,0,"MADAME SATIN has been transformed into a BULLOOZE WAGE SLAVES. No longer will he SCREAM HE S Dead, of the TERRBLE WILL NO LONGER CATER 70 Kasia IM",spoiler,,,,,,,
01f688c7-dda5-4421-be7b-870df32f151e,cpp\01f688c7-dda5-4421-be7b-870df32f151e.jpg,"MOTION PICTURE COMIC IN THIS ENVELOPE IS A LIST OF THE FINAL LIST WILL BE PLACED NUMBERS OF THOSE WHO WILLGO! ON THE DORMITORY BULLETIN 4 IN THAT BOX THERE ARE DISHS BOARDS SHORTLY BEFORE THE WITH CORRESPONDING NUMBERS! TAKEOFF ! IF THERE? S NO YOU WILL EAGH OBJECTION WE WILL START Jaga BUTsRANDALL, BOING, SELECT AND THE DRAWING A YOURE ALREADY PROFESSOR! WEEP ONE LISTED ! VILL TAKE MY DISK ! i CHANGES WITH THE REST ! THAT WILL CHANGE! TONY WILL 4 BE THERE! THEY WOULD HAVE BEEN MARRIED IF IT WEREN? T FOR ME! LOOK, PROFESSOR J y LEAVE IT THAT WAY. GOOD IVE WRESTLED WITH NIGHT, PROFESSOR ! THIS THING FOR WEEKS!",Comedy,3,MOTION PICTURE COMIC is a list of the FINAL LIST WILL BE PLACED NUMBERS of THOSE WHO WILLGO! ON the DORMITORY BULLETIN 4 IN THAT BOX THERE ARE DIS,non-spoiler,,,,,,,
020d62a6-c64d-4ae1-8d49-7d5e41857923,cpp\020d62a6-c64d-4ae1-8d49-7d5e41857923.jpg,"B iwy NOT? BUT, GISELLE, 41 cows IL HADN'T 70 8 HERE THOUGHT! Z MEANG 9 P RANTS TO SEE ME! SHE ALWAYS 010 LOVE x ME WOLLO HAVE MARRIEO ME 1 12 heh ERE NO USE MAKING A FUSS! ILL PROP GISELLE A WOTE FROM PARIE, TELL HER It LEAWHG. To ZAM AMO OH, I am so HAPPY! I LOVE yOu SO MUCH, 7 50 2 wht NOT TAKE f4 GIGELLE TO AMERICA YES I WANT DOLORES ANO THAT MILLION! GISELLE WL FORGET ME IN A YEAR PROBABLY. QWORCE ME ANO GET MARRIEO AGAIN YES SLL POMS IT WAS SIMPLE! GISELLE Whl NEVER FIND ME, EVEN 1F SHE TRIES S00N NOW ht. SEE COLORES, ASK wee, 70 MARRY. ME! a",Romance,1,"GISELLE, 41 cows IL HADN'T 70 8 HERE THOUGHT! Z MEANG 9 P RANTS TO see me! SHE ALWAYS 010 LOVE x ME WOLLO HAVE MARRI",non-spoiler,,,,,,,…..
0213cbb5-2439-4cc2-90d3-6ad9b01ec710,cpp\0213cbb5-2439-4cc2-90d3-6ad9b01ec710.jpg,"LOOK NOW, OH, I AM SORRY! THAT TLFOUND I DONT HAVE YOU AGAIN, IM AN EVENING NOT GOING FREE FOR WEEKS TO LET YOU BUT IT'S BEEN VANISH. HOW NICE SEEING YOU AGAIN, KEN CALL ME SOMETIME THE SAME OLD KEN GLIB DASHING EX CHICKEN TRAVAGANT WITH HIS COMPLIMENTS BUT I KNEW HIM BETTER! OUCH I GUESS BE CAREFUL, I ASKEO FOR THAT, DIONT KEN. I MIGHT I 2 BUT, NOW, THAT YOU'VE TAKE YOU PUT ME IN MY PLACE. .. HOW SERIOUSLY. .. ABOUT SOME REFRESHMENTSZ AGAIN THE CHICKEN SANDWICHES , ARE DELICIOUS a f f o j Y I ON i DS . I COULD SEE THE FROWN SETTLE IN HIS EYES THIS WAS A NEW EXPERIENCE FOR KEN BUT I GAVE HIM NO TIME L RAN UP THE WALK AND BEHIND ME HIS CAR ROARED INTO MOTION ONCE, KEN REYNOLDS HAD JILTED ME THIS TIME L WOULD BE WARY HE WOULD PAY, PAY FOR THE HUMILIATION AND THE HURT BUT HE DID NOT PHONE HE CALLED IN PERSON HELLO! KEN THIS IS A SURPRISE. .. I'VE BEEN WAITING FOR YOU TO COME OUT OF YOUR HOUSE, CMON, CALL ME T DARE YOU TO I OWE YOU SOME THING, MR. REYNOLOS. CALL ME. .. AND COLLECT WHATS COMING TO YOU! GOING MY WAY THAT WAS SO LIKE KEN, IT WAS HIS WAY OF 7 SAYING THAT HE WAS SURE OF ME BUT I UNDER , 2. 01PM Bin ee ae tN DATE NIA STOOD NOW ON A CORNER, IN THE HEART OF THE BIT THIS TIME IT WOULD BE ON MY TERMS , BUSINESS SECTION, LT MADE HIM STOP OR NOT AT ALL IT YOU'RE NOT I TELL YOUZ I HAVE A 1 CAN MAKE OF YOU TO DRIVE me Ad PICK ME UP IVE M DOWN, KEN SSA AT BIGHT",Drama,1,"NIA: KEN GLIB DASHING EX CHICKEN TRAVAGANT WITH HIS COMPLIMENTS. NIA: I KNEW HIM BETTER! OUCH I GUESS BE CAREFUL, I",non-spoiler,,,,,,,
021aa419-2308-4428-8bdb-275993205634,cpp\021aa419-2308-4428-8bdb-275993205634.jpg,"PAGE 42 UNCONSCIOUS IN THE CELLAR, MISS WHO CAN THAT BE RINGING THE FRONT DOOR BELL AT THIS HOUR? SEE WHO YouR GRANDFATHER HAS AN IMPORTANT MESSAGE FOR YOU FROM THE OTHER WORLD DOANE. .. DOANE! HELPS nv THE BLUE BEETLE You WERE FOUND PB SOMEONE WAS HAMMERING IN THE CELLAR, DOANE! DO You KNOW ANYTHING ABOUT i IT? Ll AM RAJPUT. SPIRITS, FROM THE WORLD OF THE DEAD, HAVE AN IMPORTANT MESSAGE FOR LORRAINE DENTON SPIRITS CAN MAKE 788 THIS IS SILLY, THEIR PRESENCE FELT BUT I'LL TRY ONLY IN THE DARKNESS ANYTHING ONCE. PUT OUT THE LIGHT, DOANE DENTON? SHE'S THAT WHAT HAS GONE! WE MUST HAPPENED TO MISS CALL THE POLICE DENTON IS FAR BEYOND L FEAR, MY FRIEND, SR arene.",Mystery,1,"Lorraine DENTON SPIRITS, FROM the World of the Dead, have an IMPORTANT MESSAGE for LORRAINE DENTon. Do you know anything about Ll AM RAJPUT?",non-spoiler,,,,,,,
0221399c-149f-478a-8de3-663fc27af9e6,cpp\0221399c-149f-478a-8de3-663fc27af9e6.jpg,"ai JUST TO. .. BE. .. FRANK WATCH WHERE JEAN THAT DON'T BE SILLY WHY, YOU'VE meee ALIVE , YOU'RE GOING HOUSESTI'VE NEVER BEEN HERE BEFORE tinh. . .NEVER EVEN BEEN IN THIS I STATE! LOTS OF PEOPLE THINK MR THEY RECOGNIZE PLACES THEY HAVE NEVER SEEN IT'S JUST IMAGINATION MAYBE BUT T. .. FRANK, WAIT. IF YOU IT, .. ITS IMPOSSIBLE, BUT. .. FRANK. YOU I'VE GOT TO MUST GO, I'LL GO JEAN, THIS 1S THE PLACE! . .. YOU'RE SEE WITH YOU, ITS ALL HERE THE. .. THE FRIGHTENING TREES, THE HOUSE, THE GATE! THIS IS WHERE I USED TO COME. .. A OREAM ! NOT IN MY CREAMS REALLY YOU JUST THINK YOU'VE BEEN HERE BEFORE, is See ho. ., ete Ga ems eee em wewess y Fd Lf AS ft, Wf deems BUT FRANK GORDON DID NOT HEAR. HE WENT THE BRASS KNOCKER THUDDED DOWN ITS ON AS HE HAD GONE ON INHIS DREAMS. SOUND ECHOED, REVERBERATED THROUGH THE KNOWING WHAT HE WOULD FIND, HOUSE . A REAL SOUNDNOT A SHADOW NOISE. ITS SOLID NOTHING. .. NO FRANK WHAT ONE COULD PASS THROUGH ARE YOU ITBUT Z OIOST TALKING KNOW IL OID, ABOUT Z g",Action,1,I'VE NEVER BEEN HERE BEFORE tinh. . .NEVER EVEN BEEN in this I state! LOTS of PEOPLE THINK MR THEY RECOGNIZE PLACES THEY HAVE NEVER SEEN IT'S JUST,non-spoiler,,,,,,,
02235f54-cf6a-4f8d-a52c-8b3976cfe140,cpp\02235f54-cf6a-4f8d-a52c-8b3976cfe140.jpg,"BASEBALL COMICS AND SO. .WHAT WAS SUPPOSED TO BE ANEASY""GAME WITH A FRIENDLY TEAM BECOMES A GRUDGE FIGHT AT THE HIGH POINT OF AN BOGY WINNING STREAK. .. THE BADGERS NOW FACE AN IRON CITY NINE THAT THIRSTS FOR THEIR BLOOD. .. AND THE FIRST THREE BADGER STICKMEN ARE PUT AWAY. .. AND THAT OPENS THE GATES! A HIGH OUTSIDE mo NINE IRON MEN GO TO PITCH Oe POWDERED merce A SINGLE 50 Feet Into THE LEFT FIELD EAlS AND THAT MEANS OUR STREAK 16 QUESTION b In what year was a pennant race tie first settled by a playoff?",Comedy,1,BOGY BADGERS face an IRON CITY NINE that THIRSTS FOR THEIR BLOOD. In what year was a pennant race tie first settled by a playoff?,spoiler,,,,,,,
02326a82-2e7f-4240-8dd8-bcd689da0da1,cpp\02326a82-2e7f-4240-8dd8-bcd689da0da1.jpg,"QBATE AND Ji WERE TAKEN FOR A NVA Lousy! WAGON RIDE INTO THE VALLEY. .. PROOF ER a eanias We NEED DIRTY I FILTHY YY WE'RE GONNA GIVE y Fs "" TWO 0! YA A y JUST j y BY CASINO SAW EM on TAKE US AWAY. . 2il OKAY, BOYS. .. ye 7Z MAYBE THEY'LL 7 THE 7 VIPPEEE. .. CHANGE THEIR SCARE US. .. f A Si IT'S THE BOYS. ..",Action,1, QBATE AND Ji WERE TAKEN FOR A NVA Lousy! WAGON RIDE INTO THE VALLEY. PROOF ER a eanias We NEED DIRTY I FILTHY YY WE',non-spoiler,,,,,,,
0239ea31-dc0e-407e-9cdb-d0c6079ccc23,cpp\0239ea31-dc0e-407e-9cdb-d0c6079ccc23.jpg,"STRIKE, amicos, XY STRIKE FOR NONE WILL FREEDOM! 'ne By one DIABLO'S DEVILS FAL LANo LATER, AT . ACIENDA 0S ss No, seNorITA I ALMOST RUINED THE FAULT IS EVERYTHING, CARLOS. MINE! IT WAS WHEN YOU RODE OFF YOU WHO I DIDNT KNOW YoU FINALLY PLANNED To GET youR MADE VIGILANTES. .. I THOUGHT ME ACT! YOU WERE GOING TO CALL THE CORRUPT MILITIA. .. LEADER A SPARI OF RESISTANCE STILL LIVES! FF IDDENI a GET BACK, OR THESE WEA? ! CAPTIVES DIE YOUR, BROTHER IS TRULY A WISE MAN! COME I WILL SHOW YOU THE RANCH WHERE YOU CAN SETTLE. .. YOU WILL STAY, SENORITA, ESCAPE, CARLOS! YES, CARLOS FOR YOU. .. AND FOR ALWAYS !",Action,2,"Sonia: ""I ALMOST RUINED THE FAULT IS EVERYTHING, CARLOS. MINE! It was when you RODE off YOU WHO I DIDNT KNOW YoU FINALLY PLANNED To Get you",spoiler,,,,,,,
023c3a31-56ee-4dc8-bc70-b05e04a6519b,cpp\023c3a31-56ee-4dc8-bc70-b05e04a6519b.jpg,"3 ITS FLOWING THE RIGHT , S j WAY NOW THAT THE PUMPS THE NATIVE SIGNALS TOTHEM To WAIT, AND DISAPPEARS THANKS OSCAR YOURE REAL BRICK. .. 7HE CAN HAVE MY GOLD! BRACELET, WE'VE LOST ALL OUR, FLOWER. A FEW WEEKS LATER SPECIMENS THREE ADVENTURERS SAIL FOR HOME TO SEEK JASMINES RELATIVES 7 BUT WE'VE Gor JASMINE AND, PUBLISHED BILMONTHLY BY WORLD DISTRIBUTORS MANCHESTER LTD. AND PRINTED BY FOLDES PRESS EDINBURGH.",Horror,0,"""Oscar"" is published every month by World DISTRIBUTORS MANCHESTER LTD. and printed by FOLDES PRESS EDINBURGH.",non-spoiler,,,,,,,
